Hour,Buyer/Seller,Gmin [Wh],Gmax [Wh],Dmin [Wh],Dmax [Wh],w,z
138,5,0,0,0,578,4,3
139,5,0,0,0,588,4,3
140,5,0,0,0,352,1,3
141,5,0,0,0,395,2,3
142,5,0,0,0,412,1,3
143,5,0,0,0,1799,1,3
144,5,0,0,0,3610,4,3
145,5,0,0,0,2188,1,3
146,5,0,0,0,1496,2,3
147,5,0,0,0,1835,1,3
148,5,0,0,0,2673,1,3
149,5,0,0,0,1997,3,3
150,5,0,0,0,2981,4,3
151,5,0,0,0,1640,3,3
152,5,0,0,0,1944,4,3
153,5,0,0,0,1992,2,3
154,5,0,0,0,360,4,3
155,5,0,0,0,282,1,3
156,5,0,0,0,514,1,3
157,5,0,0,0,3059,4,3
158,5,0,0,0,3430,2,3
159,5,0,0,0,2198,4,3
160,5,0,0,0,1884,1,3
161,5,0,0,0,1032,1,3
162,5,0,0,0,525,3,3
163,5,0,0,0,516,4,3
164,5,0,0,0,1552,3,3
165,5,0,0,0,1271,3,3
166,5,0,0,0,1405,4,3
167,5,0,0,0,3994,3,3
168,5,0,0,0,4461,3,3
169,5,0,0,0,913,1,3
1,6,0,103,0,264,1,3
2,6,0,529,0,211,3,3
3,6,0,785,0,219,1,3
4,6,0,2801,0,227,3,3
5,6,0,2618,0,225,3,3
6,6,0,2905,0,218,3,3
7,6,0,2562,0,213,4,3
8,6,0,1859,0,217,2,3
9,6,0,2081,0,221,4,3
10,6,0,527,0,994,3,3
11,6,0,37,0,4371,3,3
12,6,0,0,0,4256,2,3
13,6,0,0,0,4036,4,3
14,6,0,0,0,2979,1,3
15,6,0,0,0,1787,4,3
16,6,0,0,0,2109,3,3
17,6,0,0,0,2217,4,3
18,6,0,0,0,1105,1,3
19,6,0,0,0,1381,2,3
20,6,0,0,0,2263,1,3
21,6,0,0,0,479,3,3
22,6,0,0,0,1715,3,3
23,6,0,0,0,1403,3,3
24,6,0,21,0,1209,4,3
25,6,0,566,0,224,3,3
26,6,0,1137,0,214,3,3
27,6,0,2498,0,214,1,3
28,6,0,2728,0,217,2,3
29,6,0,3421,0,225,3,3
30,6,0,3098,0,225,1,3
31,6,0,2781,0,224,4,3
32,6,0,2701,0,214,3,3
33,6,0,1762,0,215,3,3
34,6,0,413,0,294,3,3
35,6,0,60,0,356,4,3
36,6,0,0,0,708,3,3
37,6,0,0,0,3320,3,3
38,6,0,0,0,4119,1,3
39,6,0,0,0,3983,2,3
40,6,0,0,0,2847,3,3
41,6,0,0,0,2306,4,3
42,6,0,0,0,1362,2,3
43,6,0,0,0,1601,4,3
44,6,0,0,0,1406,1,3
45,6,0,0,0,1236,3,3
46,6,0,0,0,1475,2,3
47,6,0,0,0,1803,4,3
48,6,0,12,0,1228,4,3
49,6,0,321,0,235,2,3
50,6,0,1121,0,217,3,3
51,6,0,2331,0,222,2,3
52,6,0,3358,0,226,4,3
53,6,0,3381,0,224,1,3
54,6,0,2840,0,223,2,3
55,6,0,2892,0,217,2,3
56,6,0,2419,0,217,1,3
57,6,0,1914,0,242,2,3
58,6,0,524,0,303,4,3
59,6,0,31,0,358,1,3
60,6,0,0,0,384,1,3
61,6,0,0,0,1614,3,3
62,6,0,0,0,4187,1,3
63,6,0,0,0,4131,3,3
64,6,0,0,0,3828,3,3
65,6,0,0,0,2682,2,3
66,6,0,0,0,1905,4,3
67,6,0,0,0,1708,3,3
68,6,0,0,0,1515,2,3
69,6,0,0,0,1042,1,3
70,6,0,0,0,1319,4,3
71,6,0,0,0,541,1,3
72,6,0,19,0,1090,4,3
73,6,0,557,0,675,4,3
74,6,0,1438,0,216,1,3
75,6,0,2604,0,214,4,3
76,6,0,2406,0,219,1,3
77,6,0,2754,0,227,4,3
78,6,0,3009,0,225,2,3
79,6,0,2855,0,225,2,3
80,6,0,2201,0,220,1,3
81,6,0,2012,0,240,2,3
82,6,0,617,0,363,2,3
83,6,0,55,0,352,4,3
84,6,0,0,0,910,4,3
85,6,0,0,0,4182,1,3
86,6,0,0,0,4148,4,3
87,6,0,0,0,3852,2,3
88,6,0,0,0,2716,1,3
89,6,0,0,0,2256,4,3
90,6,0,0,0,1094,3,3
91,6,0,0,0,1814,3,3
92,6,0,0,0,1014,2,3
93,6,0,0,0,931,3,3
94,6,0,0,0,725,3,3
95,6,0,0,0,1256,2,3
96,6,0,27,0,228,2,3
97,6,0,651,0,227,2,3
98,6,0,1278,0,215,4,3
99,6,0,2603,0,214,3,3
100,6,0,2360,0,213,1,3
101,6,0,2526,0,222,2,3
102,6,0,1850,0,226,1,3
103,6,0,1689,0,226,3,3
104,6,0,2632,0,220,3,3
105,6,0,2014,0,215,1,3
106,6,0,494,0,326,1,3
107,6,0,47,0,384,4,3
108,6,0,0,0,372,3,3
109,6,0,0,0,860,4,3
110,6,0,0,0,3739,4,3
111,6,0,0,0,4030,2,3
112,6,0,0,0,3943,4,3
113,6,0,0,0,3860,1,3
114,6,0,0,0,3432,4,3
115,6,0,0,0,1971,4,3
116,6,0,0,0,1768,4,3
117,6,0,0,0,1094,2,3
118,6,0,0,0,1928,1,3
119,6,0,0,0,538,3,3
120,6,0,24,0,1715,1,3
121,6,0,689,0,295,1,3
122,6,0,1884,0,346,1,3
123,6,0,2766,0,414,4,3
124,6,0,3213,0,2181,2,3
125,6,0,3395,0,3613,1,3
126,6,0,3379,0,210,3,3
127,6,0,2576,0,426,4,3
128,6,0,2522,0,1505,2,3
129,6,0,1740,0,2010,2,3
130,6,0,448,0,1209,2,3
131,6,0,28,0,2810,2,3
132,6,0,0,0,2227,2,3
133,6,0,0,0,1746,3,3
134,6,0,0,0,1735,2,3
135,6,0,0,0,3223,3,3
136,6,0,0,0,2387,4,3
137,6,0,0,0,1670,3,3
138,6,0,0,0,1501,4,3
139,6,0,0,0,963,3,3
140,6,0,0,0,889,2,3
141,6,0,0,0,1082,2,3
142,6,0,0,0,1413,1,3
143,6,0,0,0,903,1,3
144,6,0,22,0,960,2,3
145,6,0,657,0,609,2,3
146,6,0,1821,0,1566,3,3
147,6,0,2748,0,2161,2,3
148,6,0,3204,0,955,2,3
149,6,0,3387,0,895,3,3
150,6,0,3273,0,3908,3,3
151,6,0,2989,0,734,3,3
152,6,0,2606,0,471,2,3
153,6,0,1535,0,608,1,3
154,6,0,206,0,459,4,3
155,6,0,47,0,717,3,3
156,6,0,0,0,3109,4,3
157,6,0,0,0,3564,2,3
158,6,0,0,0,1806,2,3
159,6,0,0,0,1973,4,3
160,6,0,0,0,640,3,3
161,6,0,0,0,1872,2,3
162,6,0,0,0,517,3,3
163,6,0,0,0,1026,4,3
164,6,0,0,0,282,4,3
165,6,0,0,0,558,4,3
166,6,0,0,0,1273,3,3
167,6,0,0,0,1156,4,3
168,6,0,13,0,1159,2,3
169,6,0,417,0,260,2,3
1,7,0,0,0,594,3,2
2,7,0,0,0,598,4,2
3,7,0,0,0,573,1,2
4,7,0,0,0,278,1,2
5,7,0,0,0,436,1,2
6,7,0,0,0,373,4,2
7,7,0,0,0,655,3,2
8,7,0,0,0,514,2,2
9,7,0,0,0,426,2,2
10,7,0,0,0,510,4,2
11,7,0,0,0,936,1,2
12,7,0,0,0,825,3,2
13,7,0,0,0,872,4,2
14,7,0,0,0,642,3,2
15,7,0,0,0,603,1,2
16,7,0,0,0,252,2,2
17,7,0,0,0,364,2,2
18,7,0,0,0,299,3,2
19,7,0,0,0,359,3,2
20,7,0,0,0,490,1,2
21,7,0,0,0,363,2,2
22,7,0,0,0,284,2,2
23,7,0,0,0,330,4,2
24,7,0,0,0,722,4,2
25,7,0,0,0,479,4,2
26,7,0,0,0,310,1,2
27,7,0,0,0,322,1,2
28,7,0,0,0,792,3,2
29,7,0,0,0,504,1,2
30,7,0,0,0,509,3,2
31,7,0,0,0,582,4,2
32,7,0,0,0,538,4,2
33,7,0,0,0,641,1,2
34,7,0,0,0,561,2,2
35,7,0,0,0,979,4,2
36,7,0,0,0,839,2,2
37,7,0,0,0,740,3,2
38,7,0,0,0,619,1,2
39,7,0,0,0,582,4,2
40,7,0,0,0,304,2,2
41,7,0,0,0,296,4,2
42,7,0,0,0,444,4,2
43,7,0,0,0,382,4,2
44,7,0,0,0,367,1,2
45,7,0,0,0,359,1,2
46,7,0,0,0,364,4,2
47,7,0,0,0,245,3,2
48,7,0,0,0,701,3,2
49,7,0,0,0,480,4,2
50,7,0,0,0,319,2,2
51,7,0,0,0,376,4,2
52,7,0,0,0,381,4,2
53,7,0,0,0,383,1,2
54,7,0,0,0,308,3,2
55,7,0,0,0,570,4,2
56,7,0,0,0,517,2,2
57,7,0,0,0,480,1,2
58,7,0,0,0,611,4,2
59,7,0,0,0,938,4,2
60,7,0,0,0,820,2,2
61,7,0,0,0,778,4,2
62,7,0,0,0,756,2,2
63,7,0,0,0,552,3,2
64,7,0,0,0,265,1,2
65,7,0,0,0,320,1,2
66,7,0,0,0,364,3,2
67,7,0,0,0,366,4,2
68,7,0,0,0,243,2,2
69,7,0,0,0,383,2,2
70,7,0,0,0,290,3,2
71,7,0,0,0,359,4,2
72,7,0,0,0,732,3,2
73,7,0,0,0,559,2,2
74,7,0,0,0,295,4,2
75,7,0,0,0,346,4,2
76,7,0,0,0,274,3,2
77,7,0,0,0,405,1,2
78,7,0,0,0,533,2,2
79,7,0,0,0,534,3,2
80,7,0,0,0,464,4,2
81,7,0,0,0,601,3,2
82,7,0,0,0,619,4,2
83,7,0,0,0,966,2,2
84,7,0,0,0,743,3,2
85,7,0,0,0,726,3,2
86,7,0,0,0,629,4,2
87,7,0,0,0,548,3,2
88,7,0,0,0,343,3,2
89,7,0,0,0,270,1,2
90,7,0,0,0,281,3,2
91,7,0,0,0,359,4,2
92,7,0,0,0,287,1,2
93,7,0,0,0,320,2,2
94,7,0,0,0,259,2,2
95,7,0,0,0,354,1,2
96,7,0,0,0,570,4,2
97,7,0,0,0,409,3,2
98,7,0,0,0,287,2,2
99,7,0,0,0,357,3,2
100,7,0,0,0,370,3,2
101,7,0,0,0,418,3,2
102,7,0,0,0,631,2,2
103,7,0,0,0,589,4,2
104,7,0,0,0,527,2,2
105,7,0,0,0,635,1,2
106,7,0,0,0,610,4,2
107,7,0,0,0,1439,4,2
108,7,0,0,0,1136,2,2
109,7,0,0,0,638,3,2
110,7,0,0,0,652,1,2
111,7,0,0,0,458,2,2
112,7,0,0,0,261,1,2
113,7,0,0,0,253,3,2
114,7,0,0,0,432,1,2
115,7,0,0,0,370,3,2
116,7,0,0,0,586,1,2
117,7,0,0,0,508,4,2
118,7,0,0,0,300,4,2
119,7,0,0,0,307,1,2
120,7,0,0,0,334,3,2
121,7,0,0,0,356,1,2
122,7,0,0,0,422,1,2
123,7,0,0,0,452,4,2
124,7,0,0,0,447,2,2
125,7,0,0,0,561,4,2
126,7,0,0,0,726,4,2
127,7,0,0,0,835,3,2
128,7,0,0,0,784,4,2
129,7,0,0,0,795,2,2
130,7,0,0,0,731,1,2
131,7,0,0,0,958,2,2
132,7,0,0,0,1133,4,2
133,7,0,0,0,982,2,2
134,7,0,0,0,1084,2,2
135,7,0,0,0,790,2,2
136,7,0,0,0,320,3,2
137,7,0,0,0,255,4,2
138,7,0,0,0,372,3,2
139,7,0,0,0,365,4,2
140,7,0,0,0,360,2,2
141,7,0,0,0,365,1,2
142,7,0,0,0,483,3,2
143,7,0,0,0,278,2,2
144,7,0,0,0,673,1,2
145,7,0,0,0,473,2,2
146,7,0,0,0,525,2,2
147,7,0,0,0,509,1,2
148,7,0,0,0,505,3,2
149,7,0,0,0,677,3,2
150,7,0,0,0,678,1,2
151,7,0,0,0,1136,1,2
152,7,0,0,0,894,2,2
153,7,0,0,0,867,3,2
154,7,0,0,0,906,4,2
155,7,0,0,0,994,2,2
156,7,0,0,0,1188,2,2
157,7,0,0,0,674,2,2
158,7,0,0,0,647,1,2
159,7,0,0,0,601,4,2
160,7,0,0,0,431,1,2
161,7,0,0,0,334,1,2
162,7,0,0,0,498,2,2
163,7,0,0,0,444,4,2
164,7,0,0,0,388,3,2
165,7,0,0,0,426,3,2
166,7,0,0,0,241,4,2
167,7,0,0,0,248,1,2
168,7,0,0,0,443,1,2
169,7,0,0,0,405,3,2
1,8,0,0,0,589,3,4
2,8,0,0,0,512,1,4
3,8,0,0,0,449,4,4
4,8,0,0,0,721,2,4
5,8,0,0,0,768,4,4
6,8,0,0,0,952,3,4
7,8,0,0,0,935,2,4
8,8,0,0,0,992,3,4
9,8,0,0,0,911,1,4
10,8,0,0,0,1077,3,4
11,8,0,0,0,1252,3,4
12,8,0,0,0,1145,3,4
13,8,0,0,0,802,3,4
14,8,0,0,0,884,2,4
15,8,0,0,0,677,2,4
16,8,0,0,0,587,3,4
17,8,0,0,0,679,1,4
18,8,0,0,0,576,1,4
19,8,0,0,0,588,4,4
20,8,0,0,0,525,1,4
21,8,0,0,0,459,2,4
22,8,0,0,0,504,1,4
23,8,0,0,0,336,2,4
24,8,0,0,0,490,3,4
25,8,0,0,0,394,1,4
26,8,0,0,0,599,1,4
27,8,0,0,0,566,3,4
28,8,0,0,0,699,1,4
29,8,0,0,0,758,1,4
30,8,0,0,0,880,4,4
31,8,0,0,0,1014,1,4
32,8,0,0,0,1107,3,4
33,8,0,0,0,1086,2,4
34,8,0,0,0,1115,3,4
35,8,0,0,0,1225,4,4
36,8,0,0,0,974,3,4
37,8,0,0,0,861,3,4
38,8,0,0,0,740,4,4
39,8,0,0,0,784,2,4
40,8,0,0,0,581,2,4
41,8,0,0,0,553,2,4
42,8,0,0,0,440,4,4
43,8,0,0,0,535,3,4
44,8,0,0,0,474,4,4
45,8,0,0,0,464,3,4
46,8,0,0,0,480,3,4
47,8,0,0,0,372,1,4
48,8,0,0,0,434,4,4
49,8,0,0,0,552,4,4
50,8,0,0,0,370,2,4
51,8,0,0,0,485,1,4
52,8,0,0,0,479,3,4
53,8,0,0,0,716,3,4
54,8,0,0,0,1007,3,4
55,8,0,0,0,1121,3,4
56,8,0,0,0,1078,2,4
57,8,0,0,0,1140,2,4
58,8,0,0,0,1726,4,4
59,8,0,0,0,1288,4,4
60,8,0,0,0,1104,3,4
61,8,0,0,0,925,1,4
62,8,0,0,0,767,1,4
63,8,0,0,0,680,4,4
64,8,0,0,0,564,2,4
65,8,0,0,0,619,2,4
66,8,0,0,0,419,1,4
67,8,0,0,0,605,1,4
68,8,0,0,0,649,4,4
69,8,0,0,0,423,2,4
70,8,0,0,0,432,4,4
71,8,0,0,0,474,4,4
72,8,0,0,0,331,4,4
73,8,0,0,0,370,3,4
74,8,0,0,0,435,1,4
75,8,0,0,0,355,4,4
76,8,0,0,0,563,4,4
77,8,0,0,0,680,3,4
78,8,0,0,0,977,3,4
79,8,0,0,0,998,3,4
80,8,0,0,0,1225,4,4
81,8,0,0,0,1056,4,4
82,8,0,0,0,1188,2,4
83,8,0,0,0,1268,1,4
84,8,0,0,0,951,4,4
85,8,0,0,0,942,2,4
86,8,0,0,0,715,1,4
87,8,0,0,0,591,3,4
88,8,0,0,0,577,4,4
89,8,0,0,0,624,4,4
90,8,0,0,0,537,2,4
91,8,0,0,0,526,3,4
92,8,0,0,0,359,4,4
93,8,0,0,0,477,2,4
94,8,0,0,0,346,1,4
95,8,0,0,0,462,2,4
96,8,0,0,0,323,3,4
97,8,0,0,0,399,2,4
98,8,0,0,0,384,1,4
99,8,0,0,0,373,2,4
100,8,0,0,0,640,3,4
101,8,0,0,0,888,4,4
102,8,0,0,0,838,2,4
103,8,0,0,0,1074,3,4
104,8,0,0,0,1115,2,4
105,8,0,0,0,1212,3,4
106,8,0,0,0,1166,4,4
107,8,0,0,0,1178,2,4
108,8,0,0,0,980,3,4
109,8,0,0,0,803,2,4
110,8,0,0,0,795,2,4
111,8,0,0,0,614,1,4
112,8,0,0,0,549,1,4
113,8,0,0,0,573,1,4
114,8,0,0,0,362,4,4
115,8,0,0,0,481,4,4
116,8,0,0,0,326,2,4
117,8,0,0,0,317,1,4
118,8,0,0,0,451,4,4
119,8,0,0,0,325,2,4
120,8,0,0,0,316,1,4
121,8,0,0,0,300,2,4
122,8,0,0,0,527,3,4
123,8,0,0,0,409,3,4
124,8,0,0,0,601,4,4
125,8,0,0,0,826,2,4
126,8,0,0,0,1082,4,4
127,8,0,0,0,1426,2,4
128,8,0,0,0,1490,1,4
129,8,0,0,0,1362,2,4
130,8,0,0,0,1562,2,4
131,8,0,0,0,1256,3,4
132,8,0,0,0,1509,3,4
133,8,0,0,0,971,4,4
134,8,0,0,0,799,2,4
135,8,0,0,0,658,3,4
136,8,0,0,0,623,2,4
137,8,0,0,0,480,1,4
138,8,0,0,0,455,3,4
139,8,0,0,0,445,2,4
140,8,0,0,0,353,4,4
141,8,0,0,0,330,1,4
142,8,0,0,0,574,3,4
143,8,0,0,0,348,3,4
144,8,0,0,0,300,4,4
145,8,0,0,0,400,3,4
146,8,0,0,0,393,2,4
147,8,0,0,0,786,2,4
148,8,0,0,0,704,1,4
149,8,0,0,0,842,2,4
150,8,0,0,0,1100,3,4
151,8,0,0,0,1276,3,4
152,8,0,0,0,1132,1,4
153,8,0,0,0,1367,1,4
154,8,0,0,0,1697,3,4
155,8,0,0,0,1212,3,4
156,8,0,0,0,956,2,4
157,8,0,0,0,888,1,4
158,8,0,0,0,712,1,4
159,8,0,0,0,711,3,4
160,8,0,0,0,500,4,4
161,8,0,0,0,813,3,4
162,8,0,0,0,547,2,4
163,8,0,0,0,486,1,4
164,8,0,0,0,62,2,4
165,8,0,0,0,115,3,4
166,8,0,0,0,152,1,4
167,8,0,0,0,98,4,4
168,8,0,0,0,71,2,4
169,8,0,0,0,100,3,4
1,9,0,78,0,185,3,2
2,9,0,205,0,286,1,2
3,9,0,694,0,414,1,2
4,9,0,1600,0,2159,1,2
5,9,0,2089,0,1070,3,2
6,9,0,1908,0,3556,2,2
7,9,0,1035,0,3714,4,2
8,9,0,1234,0,3390,1,2
9,9,0,1649,0,2924,4,2
10,9,0,856,0,2842,1,2
11,9,0,142,0,3099,2,2
12,9,0,0,0,2929,1,2
13,9,0,0,0,2899,2,2
14,9,0,5,0,3096,4,2
15,9,0,6,0,3076,2,2
16,9,0,0,0,2567,2,2
17,9,0,0,0,2541,2,2
18,9,0,0,0,2042,3,2
19,9,0,0,0,1425,2,2
20,9,0,0,0,1436,3,2
21,9,0,0,0,4582,2,2
22,9,0,0,0,2176,2,2
23,9,0,0,0,561,2,2
24,9,0,9,0,1053,4,2
25,9,0,205,0,604,2,2
26,9,0,690,0,202,1,2
27,9,0,1460,0,185,1,2
28,9,0,1657,0,176,3,2
29,9,0,2177,0,175,1,2
30,9,0,2178,0,361,3,2
31,9,0,2201,0,1061,2,2
32,9,0,1968,0,1505,1,2
33,9,0,1186,0,2857,2,2
34,9,0,586,0,2825,4,2
35,9,0,157,0,2575,2,2
36,9,0,0,0,3803,2,2
37,9,0,6,0,3323,2,2
38,9,0,0,0,3050,3,2
39,9,0,0,0,2478,3,2
40,9,0,1,0,2653,2,2
41,9,0,1,0,2637,3,2
42,9,0,0,0,1817,2,2
43,9,0,0,0,1152,1,2
44,9,0,0,0,1238,4,2
45,9,0,0,0,4190,2,2
46,9,0,0,0,1678,3,2
47,9,0,0,0,376,2,2
48,9,0,0,0,524,2,2
49,9,0,113,0,233,4,2
50,9,0,326,0,218,4,2
51,9,0,1150,0,178,2,2
52,9,0,2055,0,175,1,2
53,9,0,2369,0,174,3,2
54,9,0,1978,0,176,3,2
55,9,0,2173,0,153,2,2
56,9,0,2016,0,1533,3,2
57,9,0,1103,0,2798,2,2
58,9,0,723,0,2995,3,2
59,9,0,210,0,2715,3,2
60,9,0,2,0,2959,2,2
61,9,0,2,0,2408,4,2
62,9,0,1,0,2651,1,2
63,9,0,4,0,2854,2,2
64,9,0,1,0,2563,1,2
65,9,0,0,0,1590,4,2
66,9,0,0,0,1179,3,2
67,9,0,0,0,1182,3,2
68,9,0,0,0,4415,2,2
69,9,0,0,0,4367,2,2
70,9,0,0,0,2369,1,2
71,9,0,0,0,778,1,2
72,9,0,5,0,226,3,2
73,9,0,155,0,171,4,2
74,9,0,565,0,173,1,2
75,9,0,833,0,448,2,2
76,9,0,1947,0,555,2,2
77,9,0,2063,0,881,2,2
78,9,0,2355,0,1221,4,2
79,9,0,2009,0,2135,3,2
80,9,0,1776,0,2364,3,2
81,9,0,1553,0,2515,2,2
82,9,0,494,0,2624,2,2
83,9,0,155,0,2171,4,2
84,9,0,0,0,2148,2,2
85,9,0,0,0,1734,3,2
86,9,0,0,0,1491,2,2
87,9,0,0,0,1859,3,2
88,9,0,0,0,2386,3,2
89,9,0,0,0,1458,2,2
90,9,0,0,0,1121,3,2
91,9,0,0,0,928,1,2
92,9,0,0,0,2358,2,2
93,9,0,0,0,4064,1,2
94,9,0,0,0,2696,2,2
95,9,0,0,0,799,3,2
96,9,0,2,0,681,4,2
97,9,0,150,0,511,3,2
98,9,0,672,0,203,3,2
99,9,0,1619,0,694,2,2
100,9,0,1947,0,888,2,2
101,9,0,2125,0,1214,4,2
102,9,0,2206,0,1810,3,2
103,9,0,2210,0,2830,1,2
104,9,0,1800,0,2090,3,2
105,9,0,1093,0,2568,3,2
106,9,0,643,0,2437,2,2
107,9,0,158,0,2732,2,2
108,9,0,0,0,2142,2,2
109,9,0,0,0,1926,2,2
110,9,0,0,0,1618,3,2
111,9,0,0,0,1750,3,2
112,9,0,0,0,1829,1,2
113,9,0,0,0,1541,3,2
114,9,0,0,0,1212,3,2
115,9,0,0,0,1156,3,2
116,9,0,0,0,1186,4,2
117,9,0,0,0,4184,4,2
118,9,0,0,0,2405,1,2
119,9,0,0,0,491,3,2
120,9,0,1,0,167,4,2
121,9,0,103,0,197,2,2
122,9,0,664,0,916,1,2
123,9,0,1681,0,1334,3,2
124,9,0,2105,0,1611,2,2
125,9,0,2170,0,2150,3,2
126,9,0,2410,0,3246,3,2
127,9,0,2213,0,3152,3,2
128,9,0,1734,0,3095,4,2
129,9,0,1463,0,2888,1,2
130,9,0,730,0,2849,2,2
131,9,0,146,0,2820,1,2
132,9,0,0,0,2709,3,2
133,9,0,0,0,3329,4,2
134,9,0,7,0,3160,4,2
135,9,0,9,0,3417,3,2
136,9,0,0,0,2043,2,2
137,9,0,0,0,1453,3,2
138,9,0,0,0,1117,2,2
139,9,0,0,0,801,3,2
140,9,0,0,0,939,3,2
141,9,0,0,0,1805,1,2
142,9,0,0,0,1404,4,2
143,9,0,0,0,516,3,2
144,9,0,0,0,206,4,2
145,9,0,117,0,204,2,2
146,9,0,670,0,223,3,2
147,9,0,1719,0,1521,1,2
148,9,0,2148,0,1806,2,2
149,9,0,2338,0,5119,2,2
150,9,0,2365,0,3192,4,2
151,9,0,2227,0,4669,1,2
152,9,0,1979,0,4518,3,2
153,9,0,1556,0,5526,2,2
154,9,0,609,0,4283,2,2
155,9,0,63,0,5393,4,2
156,9,0,1,0,4756,1,2
157,9,0,1,0,3056,3,2
158,9,0,3,0,2713,2,2
159,9,0,7,0,3284,2,2
160,9,0,0,0,1682,3,2
161,9,0,0,0,1225,1,2
162,9,0,0,0,1358,1,2
163,9,0,0,0,1207,1,2
164,9,0,0,0,1268,4,2
165,9,0,0,0,712,1,2
166,9,0,0,0,1825,3,2
167,9,0,0,0,293,4,2
168,9,0,0,0,654,3,2
169,9,0,149,0,193,1,2
1,10,0,279,0,431,4,1
2,10,0,256,0,180,4,1
3,10,0,347,0,161,1,1
4,10,0,525,0,418,2,1
5,10,0,380,0,266,1,1
6,10,0,726,0,232,3,1
7,10,0,577,0,281,1,1
8,10,0,166,0,247,2,1
9,10,0,95,0,1080,2,1
10,10,0,12,0,943,2,1
11,10,0,0,0,1070,4,1
12,10,0,0,0,676,3,1
13,10,0,0,0,400,4,1
14,10,0,0,0,298,4,1
15,10,0,0,0,322,3,1
16,10,0,0,0,291,2,1
17,10,0,0,0,287,1,1
18,10,0,0,0,324,3,1
19,10,0,0,0,264,2,1
20,10,0,0,0,268,1,1
21,10,0,0,0,516,1,1
22,10,0,0,0,405,1,1
23,10,0,73,0,351,3,1
24,10,0,372,0,337,4,1
25,10,0,799,0,245,3,1
26,10,0,2297,0,273,2,1
27,10,0,3369,0,325,1,1
28,10,0,4167,0,429,3,1
29,10,0,4117,0,303,2,1
30,10,0,3649,0,270,2,1
31,10,0,1910,0,315,2,1
32,10,0,1114,0,456,3,1
33,10,0,377,0,382,1,1
34,10,0,14,0,583,2,1
35,10,0,0,0,748,1,1
36,10,0,0,0,545,2,1
37,10,0,0,0,513,1,1
38,10,0,0,0,347,3,1
39,10,0,0,0,311,4,1
40,10,0,0,0,370,3,1
41,10,0,0,0,303,4,1
42,10,0,0,0,326,2,1
43,10,0,0,0,339,1,1
44,10,0,0,0,295,1,1
45,10,0,0,0,299,4,1
46,10,0,0,0,554,4,1
47,10,0,5,0,532,1,1
48,10,0,203,0,342,4,1
49,10,0,922,0,304,4,1
50,10,0,1332,0,250,1,1
51,10,0,572,0,328,1,1
52,10,0,568,0,373,2,1
53,10,0,425,0,247,3,1
54,10,0,294,0,288,3,1
55,10,0,264,0,279,1,1
56,10,0,305,0,267,4,1
57,10,0,79,0,527,2,1
58,10,0,0,0,403,4,1
59,10,0,0,0,370,4,1
60,10,0,0,0,733,3,1
61,10,0,0,0,443,1,1
62,10,0,0,0,385,2,1
63,10,0,0,0,282,2,1
64,10,0,0,0,276,3,1
65,10,0,0,0,327,2,1
66,10,0,0,0,280,2,1
67,10,0,0,0,265,2,1
68,10,0,0,0,315,3,1
69,10,0,0,0,297,4,1
70,10,0,0,0,520,2,1
71,10,0,14,0,363,1,1
72,10,0,60,0,317,3,1
73,10,0,94,0,304,3,1
74,10,0,315,0,322,4,1
75,10,0,476,0,315,3,1
76,10,0,589,0,307,2,1
77,10,0,352,0,313,3,1
78,10,0,294,0,211,2,1
79,10,0,141,0,200,4,1
80,10,0,145,0,330,2,1
81,10,0,32,0,989,3,1
82,10,0,0,0,477,1,1
83,10,0,0,0,435,1,1
84,10,0,0,0,400,3,1
85,10,0,0,0,414,4,1
86,10,0,0,0,205,1,1
87,10,0,0,0,240,4,1
88,10,0,0,0,195,4,1
89,10,0,0,0,165,4,1
90,10,0,0,0,224,3,1
91,10,0,0,0,180,1,1
92,10,0,0,0,169,3,1
93,10,0,0,0,197,3,1
94,10,0,0,0,444,4,1
95,10,0,6,0,416,2,1
96,10,0,158,0,473,2,1
97,10,0,417,0,141,4,1
98,10,0,317,0,127,2,1
99,10,0,221,0,163,1,1
100,10,0,431,0,128,1,1
101,10,0,446,0,158,2,1
102,10,0,584,0,154,1,1
103,10,0,472,0,111,4,1
104,10,0,521,0,206,4,1
105,10,0,95,0,411,4,1
106,10,0,17,0,288,1,1
107,10,0,0,0,285,1,1
108,10,0,0,0,342,1,1
109,10,0,0,0,583,2,1
110,10,0,0,0,504,2,1
111,10,0,0,0,359,4,1
112,10,0,0,0,409,4,1
113,10,0,0,0,215,1,1
114,10,0,0,0,178,2,1
115,10,0,0,0,223,1,1
116,10,0,0,0,185,3,1
117,10,0,0,0,181,2,1
118,10,0,0,0,226,3,1
119,10,0,47,0,357,4,1
120,10,0,178,0,225,4,1
121,10,0,2717,0,484,2,1
122,10,0,3901,0,349,2,1
123,10,0,4468,0,171,2,1
124,10,0,4726,0,154,3,1
125,10,0,4662,0,187,1,1
126,10,0,4249,0,123,2,1
127,10,0,3584,0,120,3,1
128,10,0,2531,0,175,4,1
129,10,0,1007,0,134,3,1
130,10,0,50,0,162,4,1
131,10,0,0,0,113,3,1
132,10,0,0,0,135,3,1
133,10,0,0,0,236,1,1
134,10,0,0,0,273,3,1
135,10,0,0,0,237,1,1
136,10,0,0,0,169,3,1
137,10,0,0,0,189,2,1
138,10,0,0,0,253,1,1
139,10,0,0,0,247,4,1
